Parent Property Name,Postal Code,Street Name,Borough,Primary Property Type - Self Selected,Year Built,Metered Areas (Energy),Water Required?
Mason Avenue Holdings Corp,10314,RICHMOND AVENUE,Staten Island,Retail Store,1994,Not Available,Yes
Mason Avenue Holdings Corp,10314,RICHMOND AVENUE,Staten Island,Retail Store,1994,Whole Building,don't know
Deepdale Corp 3 Cluster G,11362,No street name,No borough,Multifamily Housing,1952,Whole Building,don't know
Deepdale Corp 3 Cluster H,11362,No street name,No borough,Multifamily Housing,1952,Whole Building,don't know
Deepdale Corp 4 Cluster L,11362,No street name,No borough,Multifamily Housing,1952,Whole Building,No
Deepdale Corp 4 Cluster M,11362,No street name,No borough,Multifamily Housing,1952,Whole Building,No
Main Campus - Super Block,10065,No street name,No borough,Other - Specialty Hospital,1940,Whole Building,No
Main Campus - Super Block,10065,1 AVENUE,Manhattan,Other,1940,Not Available,No
Main Campus - Super Block,10065,YORK AVENUE,Manhattan,Other - Specialty Hospital,1940,Not Available,No
105 E 106th & 104 E 107th,10029,No street name,No borough,Mixed Use Property,1947,Whole Building,No
105 E 106th & 104 E 107th,10029,No street name,No borough,K-12 School,1947,Whole Building,No
105 E 106th & 104 E 107th,10029,EAST 107 STREET,Manhattan,Office,1947,Whole Building,No
310-320 W 86 St,10024,No street name,No borough,Multifamily Housing,1914,Whole Building,No
310-320 W 86 St,10024,WEST 86 STREET,Manhattan,Multifamily Housing,1914,Whole Building,No
Tower Gardens (ww) - Compliance,10472,No street name,No borough,Multifamily Housing,1960,Whole Building,Yes
Tower Gardens (ww) - Compliance,10472,BRUCKNER BOULEVARD,Bronx,Multifamily Housing,1962,Another configuration,Yes
Tower Gardens (ww) - Compliance,10472,BRUCKNER BOULEVARD,Bronx,Multifamily Housing,1960,Another configuration,Yes
The Morgan Library & Museum,10016,MADISON AVENUE,Manhattan,Library,1906,Not Available,don't know
The Morgan Library & Museum,10016,MADISON AVENUE,Manhattan,Library,1906,Not Available,don't know
620-640 West 239th Street (WW) - Compliance,10463,WEST 239 STREET,Bronx,Multifamily Housing,1953,Whole Building,don't know
620-640 West 239th Street (WW) - Compliance,10463,WEST 239 STREET,Bronx,Multifamily Housing,1953,Whole Building,don't know
620-640 West 239th Street (WW) - Compliance,10463,WEST 239 STREET,Bronx,Multifamily Housing,1953,Whole Building,Yes
Franklin Plaza (WW) - Compliance,10029,No street name,No borough,Multifamily Housing,1961,Whole Building,No
Franklin Plaza (WW) - Compliance,10029,2 AVENUE,Manhattan,Multifamily Housing,1961,Another configuration,don't know
Franklin Plaza (WW) - Compliance,10029,No street name,No borough,Multifamily Housing,1961,Another configuration,Yes
Original Campus,11205,No street name,No borough,College/University,1887,Whole Building,Yes
Original Campus,11205,WILLOUGHBY AVENUE,Brooklyn,College/University,2005,Whole Building,don't know
Original Campus,11205,WILLOUGHBY AVENUE,Brooklyn,Residence Hall/Dormitory,1965,Whole Building,No
Original Campus,11205,No street name,No borough,College/University,1955,Whole Building,No
Original Campus,11205,No street name,No borough,College/University,1900,Whole Building,don't know
Original Campus,11205,No street name,No borough,College/University,1955,Whole Building,don't know
Original Campus,11205,RYERSON STREET,Brooklyn,College/University,1888,Whole Building,don't know
Original Campus,11205,RYERSON STREET,Brooklyn,College/University,1887,Whole Building,don't know
Original Campus,11205,RYERSON STREET,Brooklyn,College/University,1887,Whole Building,No
Original Campus,11205,RYERSON STREET,Brooklyn,College/University,1900,Whole Building,No
Original Campus,11205,RYERSON STREET,Brooklyn,College/University,1887,Whole Building,don't know
Original Campus,11205,RYERSON STREET,Brooklyn,College/University,1957,Whole Building,Yes
Original Campus,11205,RYERSON STREET,Brooklyn,Residence Hall/Dormitory,1986,Whole Building,Yes
Original Campus,11205,RYERSON STREET,Brooklyn,College/University,1900,Whole Building,Yes
Original Campus,11205,WAVERLY AVENUE,Brooklyn,College/University,1920,Whole Building,Yes
Original Campus,11205,WAVERLY AVENUE,Brooklyn,College/University,1900,Whole Building,Yes
Original Campus,11205,STEUBEN STREET,Brooklyn,College/University,1975,Whole Building,Yes
Original Campus,11205,STEUBEN STREET,Brooklyn,Residence Hall/Dormitory,1900,Whole Building,Yes
Original Campus,11205,STEUBEN STREET,Brooklyn,Residence Hall/Dormitory,1900,Whole Building,No
Original Campus,11205,STEUBEN STREET,Brooklyn,Residence Hall/Dormitory,1900,Whole Building,don't know
Chase Metrotech Campus (3&4),11245,No street name,No borough,Financial Office,1990,Another configuration,No
Chase Metrotech Campus (3&4),11245,No street name,No borough,Financial Office,1991,Another configuration,No
Chase Metrotech Campus (3&4),11245,No street name,No borough,Financial Office,1991,Another configuration,Yes
1-50/76-00 Dayton Towers,11693,No street name,No borough,Multifamily Housing,1968,Not Available,Yes
1-50/76-00 Dayton Towers,11692,SHORE FRONT PARKWAY,Queens,Multifamily Housing,1968,Whole Building,Yes
1-50/76-00 Dayton Towers,11692,BEACH 77 STREET,Queens,Multifamily Housing,1968,Whole Building,Yes
Riverbend (WW),10037,No street name,No borough,Multifamily Housing,1970,Whole Building,Yes
Riverbend (WW),10037,5 AVENUE,Manhattan,Multifamily Housing,1970,Another configuration,don't know
Riverbend (WW),10037,5 AVENUE,Manhattan,Multifamily Housing,1970,Another configuration,Yes
Esplanade Gardens (WW) - Compliance,10039,No street name,No borough,Multifamily Housing,1966,Whole Building,No
Esplanade Gardens (WW) - Compliance,10039,ESPLANADE GDNS PLAZA,Manhattan,Multifamily Housing,1966,Another configuration,Yes
Esplanade Gardens (WW) - Compliance,10039,ADAM C POWELL BLVD,Manhattan,Multifamily Housing,1966,Another configuration,Yes
SHEEPSHEAD BAY 9 CAMPUS,11235,No street name,No borough,Movie Theater,2006,Whole Building,Yes
SHEEPSHEAD BAY 9 CAMPUS,11235,No street name,No borough,Parking,2006,Not Available,Yes
Boulevard Tenants Corp.,11375,YELLOWSTONE BLVD,Queens,Multifamily Housing,1950,Whole Building,Yes
Community Management: 3465/3461 Amboy Road (Parent),10306,AMBOY ROAD,Staten Island,Multifamily Housing,1984,Whole Building,Yes
Pratt Industries Staten Island,10314,No street name,No borough,Manufacturing/Industrial Plant,1996,Not Available,Yes
Pratt Industries Staten Island,10314,VICTORY BOULEVARD,Staten Island,Manufacturing/Industrial Plant,1996,Another configuration,Yes
Pratt Industries Staten Island,10314,VICTORY BOULEVARD,Staten Island,Manufacturing/Industrial Plant,2008,Whole Building,don't know
Carriage: Fort Greene Partnership Homes,11238,No street name,No borough,Multifamily Housing,1988,Whole Building,don't know
Carriage: Fort Greene Partnership Homes,11238,CARLTON AVENUE,Brooklyn,Multifamily Housing,1988,Whole Building,don't know
Carriage: Fort Greene Partnership Homes,11238,CARLTON AVENUE,Brooklyn,Multifamily Housing,1988,Whole Building,don't know
Carriage: Fort Greene Partnership Homes,11238,ADELPHI STREET,Brooklyn,Multifamily Housing,1988,Whole Building,Yes
Carriage: Fort Greene Partnership Homes,11238,ADELPHI STREET,Brooklyn,Multifamily Housing,1988,Whole Building,Yes
Carriage: Fort Greene Partnership Homes,11238,ADELPHI STREET,Brooklyn,Multifamily Housing,1988,Whole Building,don't know
Carriage: Fort Greene Partnership Homes,11238,ADELPHI STREET,Brooklyn,Multifamily Housing,1988,Whole Building,No
Carriage: Fort Greene Partnership Homes,11238,ADELPHI STREET,Brooklyn,Multifamily Housing,1988,Whole Building,No
Carriage: Fort Greene Partnership Homes,11238,GATES AVENUE,Brooklyn,Multifamily Housing,1988,Whole Building,No
LINDSAY PARK HGS CORP,11211,No street name,No borough,Multifamily Housing,1965,Whole Building,No
LINDSAY PARK HGS CORP,11206,MONTROSE AVENUE,Brooklyn,Multifamily Housing,1963,Whole Building,Yes
LINDSAY PARK HGS CORP,11206,MONTROSE AVENUE,Brooklyn,Multifamily Housing,1964,Whole Building,Yes
LINDSAY PARK HGS CORP,11206,BOERUM STREET,Brooklyn,Multifamily Housing,1964,Whole Building,don't know
LINDSAY PARK HGS CORP,11206,BOERUM STREET,Brooklyn,Multifamily Housing,1965,Whole Building,Yes
LINDSAY PARK HGS CORP,11206,BOERUM STREET,Brooklyn,Multifamily Housing,1965,Whole Building,Yes
LINDSAY PARK HGS CORP,11206,LEONARD STREET,Brooklyn,Multifamily Housing,1973,Whole Building,don't know
LINDSAY PARK HGS CORP,11206,LEONARD STREET,Brooklyn,Multifamily Housing,1973,Whole Building,Yes
test,11230,No street name,No borough,Multifamily Housing,1965,Whole Building,Yes
test,11223,AVENUE Z,Brooklyn,Multifamily Housing,1949,Whole Building,No
test,11223,AVENUE Z,Brooklyn,Multifamily Housing,1951,Whole Building,No
test,11223,WEST 2 STREET,Brooklyn,Multifamily Housing,1900,Whole Building,No
test,11223,WEST 2 STREET,Brooklyn,Multifamily Housing,1949,Whole Building,No
test,11223,WEST 2 STREET,Brooklyn,Multifamily Housing,1949,Whole Building,No
test,11235,No street name,No borough,Multifamily Housing,1951,Whole Building,No
test,11223,SHORE PARKWAY,Brooklyn,Multifamily Housing,1951,Whole Building,No
test,11223,SHORE PARKWAY,Brooklyn,Multifamily Housing,1951,Whole Building,No
test,11223,MURDOCK COURT,Brooklyn,Multifamily Housing,1949,Whole Building,don't know
test,11223,MURDOCK COURT,Brooklyn,Multifamily Housing,1949,Whole Building,No
test,11223,MURDOCK COURT,Brooklyn,Multifamily Housing,1949,Whole Building,don't know
63 and 67 Wall Street,10005,No street name,No borough,Multifamily Housing,1921,"Common Area Cooling, Tenant Plug Load/Electricity, Tenant Cooling, Common Area Plug Load/Electricity",don't know
63 and 67 Wall Street,10005,No street name,No borough,Multifamily Housing,1921,"Tenant Plug Load/Electricity, Common Area Cooling, Tenant Cooling, Common Area Plug Load/Electricity",don't know
63 and 67 Wall Street,10005,No street name,No borough,Multifamily Housing,1921,Whole Building,No
Carol Gardens,10473,THIERIOT AVENUE,Bronx,Multifamily Housing,1968,Whole Building,don't know
Carol Gardens,10473,THIERIOT AVENUE,Bronx,Multifamily Housing,1968,Whole Building,don't know
West Farms Square,10460,No street name,No borough,Multifamily Housing,1972,Whole Building,No
West Farms Square,10460,EAST TREMONT AVENUE,Bronx,Multifamily Housing,1972,Whole Building,don't know
West Farms Square,10460,EAST TREMONT AVENUE,Bronx,Multifamily Housing,1972,Whole Building,Yes
West Farms Square,10460,EAST TREMONT AVENUE,Bronx,Multifamily Housing,1972,Whole Building,No
West Farms Square,10460,EAST 179 STREET,Bronx,Multifamily Housing,1972,Whole Building,Yes
West Farms Square,10460,BRYANT AVENUE,Bronx,Multifamily Housing,1972,Whole Building,Yes
West Farms Square,10460,BRYANT AVENUE,Bronx,Multifamily Housing,1972,Whole Building,Yes
zysman gottesman,10033,No street name,No borough,College/University,1929,Whole Building,don't know
"zysman gottesman, zysman gottesman",10005,AMSTERDAM AVENUE,Manhattan,College/University,1967,Whole Building,don't know
"zysman gottesman, zysman gottesman",10005,AMSTERDAM AVENUE,Manhattan,College/University,1929,Whole Building,Yes
"H-047 Warbasse House: Amalgamated Warbasse Houses, Inc.- Whole Campus",11224,No street name,No borough,Multifamily Housing,1965,Whole Building,don't know
"H-047 Warbasse House: Amalgamated Warbasse Houses, Inc.- Whole Campus",11224,WEST 5 STREET,Brooklyn,Senior Care Community,1965,Not Available,Yes
"H-047 Warbasse House: Amalgamated Warbasse Houses, Inc.- Whole Campus",11224,OCEAN PARKWAY,Brooklyn,Multifamily Housing,1965,Not Available,Yes
"LL84 DGH, MET, CMP/140-146",10023,COLUMBUS AVENUE,Manhattan,Performing Arts,1960,Not Available,Yes
"LL84 DGH, MET, CMP/140-146",10023,COLUMBUS AVENUE,Manhattan,Performing Arts,1962,Whole Building,Yes
"LL84 DGH, MET, CMP/140-146",10023,COLUMBUS AVENUE,Manhattan,Performing Arts,1966,Whole Building,Yes
"LL84 DGH, MET, CMP/140-146",10023,COLUMBUS AVENUE,Manhattan,Other,1965,Whole Building,No
Monte Excelsior- 245-10-20-30,11426,GRND CNTRL PKWY SR S,Queens,Multifamily Housing,1966,Whole Building,No
Monte Excelsior- 245-10-20-30,11426,GRND CNTRL PKWY SR S,Queens,Multifamily Housing,1966,Whole Building,No
Monte Excelsior- 245-10-20-30,11426,GRND CNTRL PKWY SR S,Queens,Multifamily Housing,1966,Whole Building,No
Not Applicable: Standalone Property,11367,GREENWICH STREET,Manhattan,Office,1900,Whole Building,Yes
Monte Excelsior- 245-10-20-30,11426,GRND CNTRL PKWY SR S,Queens,Multifamily Housing,1966,Whole Building,No
NYLS-New York Law School,10013,No street name,No borough,College/University,2009,Whole Building,No
NYLS-New York Law School,10013,WORTH STREET,Manhattan,Office,1928,Whole Building,No
NYLS-New York Law School,10013,No street name,No borough,Office,1915,Whole Building,No
NYLS-New York Law School,10013,No street name,No borough,College/University,2009,Whole Building,No
Union Theological,10027,No street name,No borough,College/University,1908,Whole Building,No
Union Theological,10027,CLAREMONT AVENUE,Manhattan,Residence Hall/Dormitory,1930,Whole Building,No
Union Theological,10027,BROADWAY,Manhattan,Residence Hall/Dormitory,1909,Not Available,No
Mount Sinai West,10019,No street name,No borough,Hospital (General Medical & Surgical),1963,Whole Building,No
Mount Sinai West,10019,No street name,No borough,Hospital (General Medical & Surgical),1963,Whole Building,No
Mount Sinai West,10019,WEST 59 STREET,Manhattan,Hospital (General Medical & Surgical),1963,Whole Building,Yes
Not Applicable: Standalone Property,11101,11 STREET,Queens,Office,1960,Whole Building,Yes
Mount Sinai Beth Israel Hospital,10003,No street name,No borough,Hospital (General Medical & Surgical),1924,Whole Building,No
Mount Sinai Beth Israel Hospital,10003,N D PERLMAN PLACE,Manhattan,Hospital (General Medical & Surgical),1924,Whole Building,Yes
Mount Sinai Beth Israel Hospital,10003,N D PERLMAN PLACE,Manhattan,Hospital (General Medical & Surgical),1924,Whole Building,No
Mount Sinai Beth Israel Hospital,10003,1 AVENUE,Manhattan,Hospital (General Medical & Surgical),1924,Whole Building,No
Highmount Associates I & II,10003,EAST 12 STREET,Manhattan,Multifamily Housing,1940,Whole Building,Yes
Highmount Associates I & II,10003,EAST 12 STREET,Manhattan,Multifamily Housing,1940,Whole Building,Yes
Highmount Associates I & II,10003,No street name,No borough,Multifamily Housing,1940,Whole Building,No
Remeeder Houses LL84,112074037,No street name,No borough,Multifamily Housing,1975,Whole Building,No
Remeeder Houses LL84,112074037,BLAKE AVENUE,Brooklyn,Multifamily Housing,1975,Whole Building,Yes
Remeeder Houses LL84,112074037,No street name,No borough,Multifamily Housing,1975,Whole Building,Yes
"Bronxworks, Inc.",10453,NELSON AVENUE,Bronx,Other - Lodging/Residential,1994,Whole Building,No
"Bronxworks, Inc.",10453,NELSON AVENUE,Bronx,Other - Lodging/Residential,1994,Not Available,Yes
"Bronxworks, Inc.",10453,NELSON AVENUE,Bronx,Other - Lodging/Residential,1994,Not Available,Yes
"Bronxworks, Inc.",10453,NELSON AVENUE,Bronx,Other - Lodging/Residential,1994,Not Available,Yes
"Bronxworks, Inc.",10453,NELSON AVENUE,Bronx,Other - Lodging/Residential,1994,Not Available,Yes
Parent Property,11691,MOTT AVENUE,Queens,Multifamily Housing,1949,Whole Building,No
Parent Property,11691,MOTT AVENUE,Queens,Multifamily Housing,1949,Whole Building,No
Parent Property,11691,MOTT AVENUE,Queens,Multifamily Housing,1949,Whole Building,Yes
Parent Property,11691,MOTT AVENUE,Queens,Multifamily Housing,1949,Whole Building,No
Not Applicable: Standalone Property,10004,WATER STREET,Manhattan,Office,1970,Whole Building,Yes
Not Applicable: Standalone Property,10004,BROAD STREET,Manhattan,Office,1969,Whole Building,Yes
Not Applicable: Standalone Property,10004,BROAD STREET,Manhattan,Office,1970,Whole Building,Yes
Not Applicable: Standalone Property,10004,WHITEHALL STREET,Manhattan,Multifamily Housing,1985,Whole Building,Yes
Not Applicable: Standalone Property,10004,WHITEHALL STREET,Manhattan,Office,1969,Whole Building,No
Not Applicable: Standalone Property,10004,STATE STREET,Manhattan,Office,1987,Whole Building,Yes
Not Applicable: Standalone Property,10004,STATE STREET,Manhattan,Office,1969,Whole Building,Yes
Not Applicable: Standalone Property,10004,WHITEHALL STREET,Manhattan,Office,1986,Whole Building,Yes
Not Applicable: Standalone Property,10004,BROAD STREET,Manhattan,Office,1931,Whole Building,No
Not Applicable: Standalone Property,10004,WHITEHALL STREET,Manhattan,Office,1964,Whole Building,Yes
Not Applicable: Standalone Property,10004,BEAVER STREET,Manhattan,Multifamily Housing,1909,Whole Building,No
Not Applicable: Standalone Property,10004,BROAD STREET,Manhattan,Office,1930,Whole Building,No
